DATETIME,price
2022-07-08 23:00:00,1.0292000000000001
2022-07-11 23:00:00,1.0179500000000001
2022-07-12 23:00:00,1.01615
2022-07-13 23:00:00,1.01815
2022-07-14 23:00:00,1.01445
2022-07-15 23:00:00,1.01945
2022-07-18 23:00:00,1.0265
2022-07-19 23:00:00,1.0345
2022-07-20 23:00:00,1.0289
2022-07-21 23:00:00,1.0301
2022-07-22 23:00:00,1.0303
2022-07-25 23:00:00,1.0328
2022-07-26 23:00:00,1.0228
2022-07-27 23:00:00,1.0303
2022-07-28 23:00:00,1.0279
2022-07-29 23:00:00,1.0322
2022-08-01 23:00:00,1.0355
2022-08-02 23:00:00,1.0273
2022-08-03 23:00:00,1.02535
2022-08-04 23:00:00,1.03475
2022-08-05 23:00:00,1.0273
2022-08-08 23:00:00,1.0283
2022-08-09 23:00:00,1.0300500000000001
2022-08-10 23:00:00,1.0399
2022-08-11 23:00:00,1.04175
2022-08-12 23:00:00,1.03575
2022-08-15 23:00:00,1.02465
2022-08-16 23:00:00,1.02585
2022-08-17 23:00:00,1.0274
2022-08-18 23:00:00,1.0177
2022-08-19 23:00:00,1.0118500000000001
2022-08-22 23:00:00,1.0018
2022-08-23 23:00:00,1.00455
2022-08-24 23:00:00,1.00465
2022-08-25 23:00:00,1.00515
2022-08-26 23:00:00,1.00455
2022-08-29 23:00:00,1.00715
2022-08-30 23:00:00,1.0100500000000001
2022-08-31 23:00:00,1.01235
2022-09-01 23:00:00,1.0021
2022-09-02 23:00:00,1.00415
2022-09-05 23:00:00,1.00415
2022-09-06 23:00:00,0.9984000000000001
2022-09-07 23:00:00,1.0056500000000002
2022-09-08 23:00:00,1.0064000000000002
2022-09-09 23:00:00,1.01155
2022-09-12 23:00:00,1.0189000000000001
2022-09-13 23:00:00,1.00475
2022-09-14 23:00:00,1.00495
2022-09-15 23:00:00,1.006
2022-09-16 23:00:00,1.0069
2022-09-19 23:00:00,1.00785
2022-09-20 23:00:00,1.00345
2022-09-21 23:00:00,0.99715
2022-09-22 23:00:00,0.98915
2022-09-23 23:00:00,0.9732
2022-09-26 23:00:00,0.96705
2022-09-27 23:00:00,0.9657
2022-09-28 23:00:00,0.98025
2022-09-29 23:00:00,0.98465
2022-09-30 23:00:00,0.98615
2022-10-03 23:00:00,0.9871
2022-10-04 23:00:00,1.00525
2022-10-05 23:00:00,0.99465
2022-10-06 23:00:00,0.98425
2022-10-07 23:00:00,0.97855
2022-10-10 23:00:00,0.9753
2022-10-11 23:00:00,0.97565
2022-10-12 23:00:00,0.9746
